Article Index,Ticker,Source,Date,Article Headline,URL,Neutral,Positive,Negative,Sentiment,Returns
7359,BP,ProQuest,2019-09-17,"FEATURED MOVER | Stephanie McShane, Holly Poultry",https://www.proquest.com/newspapers/featured-mover-stephanie-mcshane-holly-poultry/docview/2295320118/se-2?accountid=7064,0.0351489884778857,0.03091102745383975,0.9339399635791779,Negative,-0.020584211992022428
7358,BP,ProQuest,2019-09-24,Leaving Canada's oil in the ground makes no sense,https://www.proquest.com/newspapers/leaving-canadas-oil-ground-makes-no-sense/docview/2296506432/se-2?accountid=7064,0.0507354978471994,0.2845081090927124,0.6647563874721527,Negative,-0.016253548555867914
7357,BP,ProQuest,2019-09-30,Duro Felguera logra 47 millones por el laudo de Samsung,https://www.proquest.com/newspapers/duro-felguera-logra-47-millones-por-el-laudo-de/docview/2299318269/se-2?accountid=7064,0.09511066600680346,0.0428511798381805,0.8620381653308868,Negative,-0.007056773321621246
7356,BP,ProQuest,2019-10-03,"BP CEO to step down, but no decision on timing",https://www.proquest.com/newspapers/bp-ceo-step-down-no-decision-on-timing/docview/2300507429/se-2?accountid=7064,0.0406890287995338,0.0903637707233429,0.8689472079277039,Negative,-0.006012459637507628
7355,BP,ProQuest,2019-10-04,"BP Chief to Retire, Having Steered Oil Giant Through Gulf-Spill Fallout; Bob Dudley navigated the company through turbulent times: the aftermath of Deepwater Horizon and a global oil-price collapse",https://www.proquest.com/newspapers/bp-chief-retire-having-steered-oil-giant-through/docview/2300522176/se-2?accountid=7064,0.217564046382904,0.05823864554986355,0.724197268486023,Negative,0.016222032022674027
7354,BP,ProQuest,2019-10-05,EXCHANGE --- Business & Finance News: BP Chief To Depart After Long Tenure,https://www.proquest.com/newspapers/exchange-business-amp-finance-news-bp-chief/docview/2300867060/se-2?accountid=7064,0.1764832288026809,0.07068624347448345,0.7528305351734161,Negative,0.008073322292801999
7353,BP,ProQuest,2019-10-11,"Sustainability matters, but sustainability reporting may not be the answer",https://www.proquest.com/newspapers/sustainability-matters-reporting-may-not-be/docview/2303678009/se-2?accountid=7064,0.127029244787991,0.3046079317573458,0.568362794816494,Negative,0.008073322292801999
7351,BP,ProQuest,2019-10-15,Close to 100 TCF of natgas yet to be discovered in India: BP chief,https://www.proquest.com/newspapers/close-100-tcf-natgas-yet-be-discovered-india-bp/docview/2305397313/se-2?accountid=7064,0.5870167464017868,0.012647756841033649,0.40033552423119545,Neutral,-0.001603432467976229
7352,BP,ProQuest,2019-10-15,"Bringing LNG under GST will improve affordability: Debasish Mishra, Deloitte India [Market-Expert-View]",https://www.proquest.com/newspapers/bringing-lng-under-gst-will-improve-affordability/docview/2305245602/se-2?accountid=7064,0.2070176042616367,0.01298735430464145,0.7799950242042542,Negative,-0.001603432467976229
7350,BP,ProQuest,2019-10-18,La petrolera británica BP se suma a la puja por las renovables de ACS,https://www.proquest.com/newspapers/la-petrolera-británica-bp-se-suma-puja-por-las/docview/2307188279/se-2?accountid=7064,0.11486702226102348,0.0321784098632633,0.852954551577568,Negative,-0.007415158131967581
7349,BP,ProQuest,2019-10-21,"Iran/United Kingdom: Envoy: Iran, UK Can Broaden Cooperation in Trade Field",https://www.proquest.com/newspapers/iran-united-kingdom-envoy-uk-can-broaden/docview/2306922601/se-2?accountid=7064,0.0342581123113632,0.3011205503717065,0.6646213382482529,Negative,0.02107830554685064
7348,BP,ProQuest,2019-10-24,"BP to Join Reliance in Retail Joint Venture [Front Page]: Cabinet also raises MSP for rabi crops by 5-7%, okays bill to regularise unauthorised colonies",https://www.proquest.com/newspapers/bp-join-reliance-retail-joint-venture-front-page/docview/2307901544/se-2?accountid=7064,0.31262027844786644,0.0186733300797641,0.668706402182579,Negative,0.003840462945841283
7347,BP,ProQuest,2019-10-29,"BP Swings to Loss on Weaker Oil Prices, Repair Costs; One-time items aside, the London-based oil giant's third-quarter results beat analysts' expectations",https://www.proquest.com/newspapers/bp-swings-loss-on-weaker-oil-prices-repair-costs/docview/2309662395/se-2?accountid=7064,0.0199141758494079,0.9668696224689484,0.0132162077352404,Positive,-0.033384249873888994
7346,BP,ProQuest,2019-10-30,BP Swings to a Loss On Weaker Oil Prices,https://www.proquest.com/newspapers/bp-swings-loss-on-weaker-oil-prices/docview/2310175704/se-2?accountid=7064,0.0329461395740509,0.955838978290558,0.0112148923799395,Positive,0.013972840910476014
4842,BP,Investment Research,2019-10-31,Downgrading to HOLD on rising debt levels,,0.0615329875921209,0.5143903555969397,0.42407665339608985,Positive,-0.014300528895641818
7343,BP,ProQuest,2019-10-31,Shell Casts Doubt on Investor Pledge Amid Weaker Oil Prices; Anglo-Dutch energy giant warns on pace of buybacks and debt reduction,https://www.proquest.com/newspapers/shell-casts-doubt-on-investor-pledge-amid-weaker/docview/2310592739/se-2?accountid=7064,0.1534538716077804,0.8214222490787506,0.02512389607727525,Positive,-0.014300528895641818
7344,BP,ProQuest,2019-10-31,"At $132 b, Reliance beats BP Plc in m-cap",https://www.proquest.com/newspapers/at-132-b-reliance-beats-bp-plc-m-cap/docview/2310534705/se-2?accountid=7064,0.527660071849823,0.45202051103115076,0.0203194115310907,Neutral,-0.014300528895641818
7345,BP,ProQuest,2019-10-31,M-Cap: Reliance overtakes BP,https://www.proquest.com/newspapers/m-cap-reliance-overtakes-bp/docview/2310533341/se-2?accountid=7064,0.951685070991516,0.0153698129579424,0.0329450778663158,Neutral,-0.014300528895641818
7342,BP,ProQuest,2019-11-02,"Arabia Saudí valora Aramco entre 1,6 y 1,8 billones de dólares",https://www.proquest.com/newspapers/arabia-saudí-valora-aramco-entre-1-6-y-8-billones/docview/2311280728/se-2?accountid=7064,0.10851085931062696,0.03122121468186375,0.8602679073810577,Negative,-0.0010362791162187301
7341,BP,ProQuest,2019-11-03,Aramco arranca la OPV para ser la mayor cotizada del mundo,https://www.proquest.com/newspapers/aramco-arranca-la-opv-para-ser-mayor-cotizada-del/docview/2311444292/se-2?accountid=7064,0.10657609105110163,0.02956787683069702,0.863856029510498,Negative,-0.0010362791162187301
7340,BP,ProQuest,2019-11-17,"Fun things to do in the UAE on Monday, November 18",https://www.proquest.com/newspapers/fun-things-do-uae-on-monday-november-18/docview/2314927653/se-2?accountid=7064,0.058062275871634435,0.0148723674938082,0.927065352598826,Negative,-0.0010362791162187301
7339,BP,ProQuest,2019-11-22,RIL pips BP Plc to become 6th largest energy company [Oil & Gas],https://www.proquest.com/newspapers/ril-pips-bp-plc-become-6th-largest-energy-company/docview/2316551059/se-2?accountid=7064,0.9258427023887634,0.0159692782908678,0.0581879988312721,Neutral,-0.0010362791162187301
7338,BP,ProQuest,2019-11-23,UAE National Day: ‘Formation of the UAE was an unforgettable moment’,https://www.proquest.com/newspapers/uae-national-day-formation-was-unforgettable/docview/2316968969/se-2?accountid=7064,0.07646943628787989,0.047848669812083196,0.8756818473339081,Negative,-0.012158669850074078
7337,BP,ProQuest,2019-11-28,Reliance Industries breaks into global energy super major's club with $140bn market cap,https://www.proquest.com/newspapers/reliance-industries-breaks-into-global-energy/docview/2319366487/se-2?accountid=7064,0.4738950990140438,0.01171468524262305,0.5143902078270912,Negative,-0.012158669850074078
7336,BP,ProQuest,2019-12-11,ACS saca a Goldman Sachs del proceso para vender su filial de energías renovables,https://www.proquest.com/newspapers/acs-saca-goldman-sachs-del-proceso-para-vender-su/docview/2324503644/se-2?accountid=7064,0.20098394403855,0.03399251463512573,0.7650235295295715,Negative,-0.012158669850074078
7333,BP,ProQuest,2019-12-16,"Reliance, BP sign pact to set up petrol pumps under Jio-BP brand",https://www.proquest.com/newspapers/reliance-bp-sign-pact-set-up-petrol-pumps-under/docview/2327201061/se-2?accountid=7064,0.6705492734909058,0.0087408702820539,0.3207098841667175,Neutral,0.01353545876147666
7334,BP,ProQuest,2019-12-16,"5,500 Jio BP branded oil pumps soon",https://www.proquest.com/newspapers/5-500-jio-bp-branded-oil-pumps-soon/docview/2327146310/se-2?accountid=7064,0.6822113394737244,0.0086835566908121,0.3091050982475281,Neutral,0.01353545876147666
7335,BP,ProQuest,2019-12-16,"5,500 Jio-BP branded oil pumps soon",https://www.proquest.com/newspapers/5-500-jio-bp-branded-oil-pumps-soon/docview/2327145666/se-2?accountid=7064,0.6822113394737244,0.0086835566908121,0.3091050982475281,Neutral,0.01353545876147666
4825,BP,Investment Research,2020-01-04,BP p.l.c.,,0.07041814224794503,0.3477433095686137,0.5818385207094252,Negative,0.02626805139481858
7332,BP,ProQuest,2020-01-06,Why the US and Iran have been adversaries for 4 decades,https://www.proquest.com/newspapers/why-us-iran-have-been-adversaries-4-decades/docview/2394962464/se-2?accountid=7064,0.039764853939413966,0.7253839135169983,0.23485123664140697,Positive,0.02626805139481858
4815,BP,Investment Research,2020-01-11,BP p.l.c.,,0.07004958251491185,0.34773965179920197,0.5822107666172087,Negative,0.0005156784016102645
7331,BP,ProQuest,2020-01-14,WEG addition to BP's approved vendor list highlights trusted reputation earned within oil and gas industry,https://www.proquest.com/newspapers/weg-addition-bps-approved-vendor-list-highlights/docview/2337883523/se-2?accountid=7064,0.2873963415622711,0.0071710883639752,0.7054325342178345,Negative,0.0005156784016102645
7330,BP,ProQuest,2020-01-16,"Indonesia: Investment in Indonesia's oil, gas still attractive: Energy Ministry",https://www.proquest.com/newspapers/indonesia-investment-indonesias-oil-gas-still/docview/2338221974/se-2?accountid=7064,0.08034748584032055,0.01615852164104575,0.9034940302371979,Negative,0.0033583583699394737
4804,BP,Investment Research,2020-01-18,BP p.l.c.,,0.07866922393441192,0.32682422921061516,0.5945065799169242,Negative,-0.011607148153501945
7329,BP,ProQuest,2020-01-21,BP Names New Finance Chief Ahead of CEO's Retirement; Oil giant is appointing Murray Auchincloss as CFO,https://www.proquest.com/newspapers/bp-names-new-finance-chief-ahead-ceos-retirement/docview/2342330200/se-2?accountid=7064,0.1206350699067115,0.0254816822707653,0.8538832664489746,Negative,-0.011607148153501945
7328,BP,ProQuest,2020-01-22,Business News: BP Elevates Executive to CFO Post,https://www.proquest.com/newspapers/business-news-bp-elevates-executive-cfo-post/docview/2342968310/se-2?accountid=7064,0.1370427310466766,0.0349405407905578,0.8280167579650879,Negative,-0.011482355723830162
4795,BP,Investment Research,2020-01-25,BP p.l.c.,,0.07019753986969585,0.3477295218035578,0.5820729308761656,Negative,0.0360488028924304
4784,BP,Investment Research,2020-02-01,BP p.l.c.,,0.07032423699274655,0.3476632693782449,0.5820124917663634,Negative,0.0360488028924304
7325,BP,ProQuest,2020-02-04,WW and CVS Used to Stand for Something; Abbreviated company names are all the rage across the USA.,https://www.proquest.com/newspapers/ww-cvs-used-stand-something-abbreviated-company/docview/2350534583/se-2?accountid=7064,0.02695384994149205,0.12670507654547686,0.846341073513031,Negative,0.0360488028924304
7326,BP,ProQuest,2020-02-04,"RIL, BP Shut D1-D3 KG Fields [Companies: Pursuit of Profit]: Output has been falling and issues have been raised about operations, cost recovery",https://www.proquest.com/newspapers/ril-bp-shut-d1-d3-kg-fields-companies-pursuit/docview/2350179355/se-2?accountid=7064,0.0118007631972432,0.933649480342865,0.0545497573912143,Positive,0.0360488028924304
7327,BP,ProQuest,2020-02-04,"RIL, Partner BP Shut D1-D3 KG Fields [Money Matters]: Output has been falling and issues have been raised about operations, cost recovery",https://www.proquest.com/newspapers/ril-partner-bp-shut-d1-d3-kg-fields-money-matters/docview/2350178385/se-2?accountid=7064,0.03292626887559885,0.4725147406570614,0.494558997452259,Negative,0.0360488028924304
7323,BP,ProQuest,2020-02-05,WW and CVS Used to Stand for Something,https://www.proquest.com/newspapers/ww-cvs-used-stand-something/docview/2350780648/se-2?accountid=7064,0.02735531143844125,0.1036966480314731,0.8689480125904083,Negative,0.03205456554608754
7324,BP,ProQuest,2020-02-05,"BP Raises Payout, Adds $5 Billion to Divestiture Targets",https://www.proquest.com/newspapers/bp-raises-payout-adds-5-billion-divestiture/docview/2350762315/se-2?accountid=7064,0.5525688230991364,0.4213492088019848,0.026081946678459603,Neutral,0.03205456554608754
4773,BP,Investment Research,2020-02-09,BP P.L.C.,,0.05905800266191358,0.4148507444187998,0.5260912659578025,Negative,0.016963033597745758
7321,BP,ProQuest,2020-02-12,Petrolera BP fija ambiciosa meta para combatir cambio climático,https://www.proquest.com/newspapers/petrolera-bp-fija-ambiciosa-meta-para-combatir/docview/2354623816/se-2?accountid=7064,0.128559410572052,0.0253754314035177,0.846065104007721,Negative,0.016963033597745758
7322,BP,ProQuest,2020-02-12,"BP Wants to Become Carbon Neutral by 2050, but Doesn't Say How; Oil supermajor's pledge comes amid pressure from investors and consumers to cut emissions",https://www.proquest.com/newspapers/bp-wants-become-carbon-neutral-2050-doesnt-say/docview/2353566334/se-2?accountid=7064,0.21092193697889647,0.016468708713849336,0.7726093729337057,Negative,0.016963033597745758
4762,BP,Investment Research,2020-02-13,Reaffirming HOLD following 4Q19 results,,0.024962215994795135,0.6452796757221222,0.3297581219424804,Positive,-0.009852277386225072
7320,BP,ProQuest,2020-02-13,Banking & Finance: BP Sets Goal of Carbon Neutrality by 2050,https://www.proquest.com/newspapers/banking-amp-finance-bp-sets-goal-carbon/docview/2353921308/se-2?accountid=7064,0.1462513133883476,0.024153284728527,0.8295953869819641,Negative,-0.009852277386225072
7316,BP,ProQuest,2020-02-14,Big Oil is facing an existential struggle: BP's ambitious climate targets set a challenge for its global peers [Usa Region],https://www.proquest.com/newspapers/big-oil-is-facing-existential-struggle/docview/2377184835/se-2?accountid=7064,0.1153667867183685,0.0529646463692188,0.8316685855388641,Negative,-0.004975056637436581
7317,BP,ProQuest,2020-02-14,Big Oil is facing an existential struggle: FRIDAY 14 FEBRUARY 2020 BP's ambitious climate targets set a challenge for its global peers,https://www.proquest.com/newspapers/big-oil-is-facing-existential-struggle/docview/2377184755/se-2?accountid=7064,0.1153667867183685,0.0529646463692188,0.8316685855388641,Negative,-0.004975056637436581
7318,BP,ProQuest,2020-02-14,Big Oil is facing an existential struggle: BP's ambitious climate targets set a challenge for its global peers [Asia Region],https://www.proquest.com/newspapers/big-oil-is-facing-existential-struggle/docview/2377183973/se-2?accountid=7064,0.1153667867183685,0.0529646463692188,0.8316685855388641,Negative,-0.004975056637436581
