Source,Unique_ID,Ticker,Date,URL,Finance,Production,Reserves/M&A,Regulatory,Green Energy,OG Price,Returns
ProQuest,PQ-2268739251,BP,2019-08-06,https://www.proquest.com/newspapers/reliance-bp-ink-new-fuel-retail-jv-set-up-5-500/docview/2268739251/se-2?accountid=7064,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,-0.001327500809771509
ProQuest,PQ-2268592372,BP,2019-08-06,https://www.proquest.com/newspapers/rils-5-500-retail-fuel-outlets-sell-petrol-diesel/docview/2268592372/se-2?accountid=7064,Positive,Positive,Positive,Neutral,Neutral,Neutral,-0.001327500809771509
ProQuest,PQ-2268899514,BP,2019-08-07,https://www.proquest.com/newspapers/ril-signs-pact-with-bp-supply-aviation-fuel-run/docview/2268899514/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Neutral,-0.0015957699631620192
ProQuest,PQ-2271833774,BP,2019-08-12,https://www.proquest.com/newspapers/saudi-aramco-investit-15-milliards-de-dollars/docview/2271833774/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Neutral,-0.004346654026422203
ProQuest,PQ-2272847477,BP,2019-08-13,https://www.proquest.com/newspapers/mukesh-ambanis-reliance-get-foothold-global/docview/2272847477/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Neutral,0.01500684023167409
ProQuest,PQ-2272036418,BP,2019-08-13,https://www.proquest.com/newspapers/le-pétrolier-va-investir-15-milliards-de-dollars/docview/2272036418/se-2?accountid=7064,Positive,Positive,Positive,Neutral,Neutral,Neutral,0.01500684023167409
ProQuest,PQ-2272477623,BP,2019-08-14,https://www.proquest.com/newspapers/yes-aramco-paid-premium-ril-deal-with-good-reason/docview/2272477623/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Neutral,-0.025269109467786377
ProQuest,PQ-2272476627,BP,2019-08-14,https://www.proquest.com/newspapers/yes-aramco-paid-premium-ril-with-good-reason/docview/2272476627/se-2?accountid=7064,Positive,Positive,Positive,Neutral,Neutral,Neutral,-0.025269109467786377
ProQuest,PQ-2272863772,BP,2019-08-15,https://www.proquest.com/newspapers/yes-aramco-paid-premium-ril-deal-with-good-reason/docview/2272863772/se-2?accountid=7064,Neutral,Positive,Positive,Positive,Neutral,Neutral,-0.005791345793735858
ProQuest,PQ-2274069207,BP,2019-08-17,https://www.proquest.com/newspapers/reliance-industries-rating-buy-deal-allay/docview/2274069207/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Neutral,0.015430908046200509
ProQuest,PQ-2275701201,BP,2019-08-19,https://www.proquest.com/newspapers/ril-bp-may-set-up-ev-charging-points-at-fuel/docview/2275701201/se-2?accountid=7064,Positive,Neutral,Positive,Positive,Positive,Neutral,0.015430908046200509
ProQuest,PQ-2274761699,BP,2019-08-19,https://www.proquest.com/newspapers/view-whole-concept-csr-needs-rethinking-politics/docview/2274761699/se-2?accountid=7064,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,0.015430908046200509
ProQuest,PQ-2282353358,BP,2019-08-26,https://www.proquest.com/newspapers/stephanie-mcshane-holly-poultry/docview/2282353358/se-2?accountid=7064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0.002485587727262928
ProQuest,PQ-2280205723,BP,2019-08-26,https://www.proquest.com/newspapers/los-grandes-bancos-luchan-por-participar-en-la/docview/2280205723/se-2?accountid=7064,Positive,Neutral,Neutral,Neutral,Neutral,Negative,0.002485587727262928
ProQuest,PQ-2280635693,BP,2019-08-27,https://www.proquest.com/newspapers/bp-exit-alaska-with-5-6-billion-sale-british-oil/docview/2280635693/se-2?accountid=7064,Positive,Neutral,Negative,Neutral,Neutral,Neutral,0.008264456091151784
ProQuest,PQ-2281013778,BP,2019-08-28,https://www.proquest.com/newspapers/business-news-bp-exit-alaska-setback-state/docview/2281013778/se-2?accountid=7064,Positive,Negative,Negative,Neutral,Neutral,Neutral,0.006284356234465882
ProQuest,PQ-2280852576,BP,2019-08-28,https://www.proquest.com/newspapers/british-petroleum-vend-ses-activités-en-alaska/docview/2280852576/se-2?accountid=7064,Positive,Negative,Positive,Neutral,Neutral,Neutral,0.006284356234465882
ProQuest,PQ-2282298894,BP,2019-08-29,https://www.proquest.com/newspapers/aramco-estudia-una-salida-bolsa-en-dos-fases/docview/2282298894/se-2?accountid=7064,Positive,Neutral,Neutral,Neutral,Neutral,Negative,0.0032580365190151284
ProQuest,PQ-2282283695,BP,2019-08-29,https://www.proquest.com/newspapers/make-think-imagine-review-paving-road-progress/docview/2282283695/se-2?accountid=7064,Neutral,Positive,Neutral,Positive,Positive,Neutral,0.0032580365190151284
ProQuest,PQ-2282235406,BP,2019-08-30,https://www.proquest.com/newspapers/paving-road-progress/docview/2282235406/se-2?accountid=7064,Neutral,Positive,Neutral,Negative,Positive,Neutral,0.0
ProQuest,PQ-2463687415,BP,2019-09-01,https://www.proquest.com/newspapers/markets-cover-story-reliance-great-gamble-will/docview/2463687415/se-2?accountid=7064,Positive,Neutral,Negative,Neutral,Neutral,Neutral,0.009742901010722838
ProQuest,PQ-2283770077,BP,2019-09-04,https://www.proquest.com/newspapers/start-trusting-private-sector-more-we-will/docview/2283770077/se-2?accountid=7064,Positive,Positive,Positive,Neutral,Neutral,Neutral,0.009742901010722838
ProQuest,PQ-2286635424,BP,2019-09-09,https://www.proquest.com/newspapers/reliance-industries-reinventing-itself-et-wealth/docview/2286635424/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Neutral,0.0013352764690126584
ProQuest,PQ-2287064873,BP,2019-09-10,https://www.proquest.com/newspapers/stock-pick-week-restructuring-reliance-industries/docview/2287064873/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Neutral,0.009066316139254571
ProQuest,PQ-2287059851,BP,2019-09-10,https://www.proquest.com/newspapers/stock-pick-is-ril-up-big-bull-run-here-on-news/docview/2287059851/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Neutral,0.009066316139254571
ProQuest,PQ-2295320118,BP,2019-09-17,https://www.proquest.com/newspapers/featured-mover-stephanie-mcshane-holly-poultry/docview/2295320118/se-2?accountid=7064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-0.02058470939083079
ProQuest,PQ-2296506432,BP,2019-09-24,https://www.proquest.com/newspapers/leaving-canadas-oil-ground-makes-no-sense/docview/2296506432/se-2?accountid=7064,Positive,Positive,Neutral,Positive,Neutral,Neutral,-0.016253547524616163
ProQuest,PQ-2299318269,BP,2019-09-30,https://www.proquest.com/newspapers/duro-felguera-logra-47-millones-por-el-laudo-de/docview/2299318269/se-2?accountid=7064,Negative,Negative,Neutral,Neutral,Neutral,Neutral,-0.007057095159971216
ProQuest,PQ-2300507429,BP,2019-10-03,https://www.proquest.com/newspapers/bp-ceo-step-down-no-decision-on-timing/docview/2300507429/se-2?accountid=7064,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,-0.006012593250509735
ProQuest,PQ-2300522176,BP,2019-10-04,https://www.proquest.com/newspapers/bp-chief-retire-having-steered-oil-giant-through/docview/2300522176/se-2?accountid=7064,Positive,Neutral,Positive,Negative,Positive,Neutral,0.016222302491299967
ProQuest,PQ-2300867060,BP,2019-10-05,https://www.proquest.com/newspapers/exchange-business-amp-finance-news-bp-chief/docview/2300867060/se-2?accountid=7064,Positive,Neutral,Neutral,Negative,Positive,Neutral,0.008073255578861849
ProQuest,PQ-2303678009,BP,2019-10-11,https://www.proquest.com/newspapers/sustainability-matters-reporting-may-not-be/docview/2303678009/se-2?accountid=7064,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,0.008073255578861849
ProQuest,PQ-2305397313,BP,2019-10-15,https://www.proquest.com/newspapers/close-100-tcf-natgas-yet-be-discovered-india-bp/docview/2305397313/se-2?accountid=7064,Positive,Positive,Positive,Neutral,Positive,Neutral,-0.0016033010283116322
ProQuest,PQ-2305245602,BP,2019-10-15,https://www.proquest.com/newspapers/bringing-lng-under-gst-will-improve-affordability/docview/2305245602/se-2?accountid=7064,Positive,Positive,Neutral,Neutral,Positive,Neutral,-0.0016033010283116322
ProQuest,PQ-2307188279,BP,2019-10-18,https://www.proquest.com/newspapers/la-petrolera-británica-bp-se-suma-puja-por-las/docview/2307188279/se-2?accountid=7064,Negative,Positive,Positive,Neutral,Positive,Neutral,-0.007415286456364245
ProQuest,PQ-2306922601,BP,2019-10-21,https://www.proquest.com/newspapers/iran-united-kingdom-envoy-uk-can-broaden/docview/2306922601/se-2?accountid=7064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0.021077843478425118
ProQuest,PQ-2307901544,BP,2019-10-24,https://www.proquest.com/newspapers/bp-join-reliance-retail-joint-venture-front-page/docview/2307901544/se-2?accountid=7064,Positive,Neutral,Positive,Positive,Positive,Neutral,0.0038403377502631564
ProQuest,PQ-2309662395,BP,2019-10-29,https://www.proquest.com/newspapers/bp-swings-loss-on-weaker-oil-prices-repair-costs/docview/2309662395/se-2?accountid=7064,Negative,Negative,Negative,Neutral,Neutral,Negative,-0.03338431882229409
Earnings Call Presentations,EP-310,BP,2019-10-29,,Positive,Positive,Positive,Neutral,Positive,Neutral,-0.03338431882229409
Earnings Call Q&A,EQ-310,BP,2019-10-29,,Positive,Neutral,Neutral,Neutral,Positive,Negative,-0.03338431882229409
ProQuest,PQ-2310175704,BP,2019-10-30,https://www.proquest.com/newspapers/bp-swings-loss-on-weaker-oil-prices/docview/2310175704/se-2?accountid=7064,Negative,Negative,Negative,Neutral,Neutral,Negative,0.013973428059852688
Investment Research,IR-4843,BP,2019-10-31,,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,-0.014300780094286036
ProQuest,PQ-2310592739,BP,2019-10-31,https://www.proquest.com/newspapers/shell-casts-doubt-on-investor-pledge-amid-weaker/docview/2310592739/se-2?accountid=7064,Negative,Neutral,Neutral,Neutral,Neutral,Negative,-0.014300780094286036
ProQuest,PQ-2310534705,BP,2019-10-31,https://www.proquest.com/newspapers/at-132-b-reliance-beats-bp-plc-m-cap/docview/2310534705/se-2?accountid=7064,Positive,Neutral,Neutral,Neutral,Neutral,Negative,-0.014300780094286036
ProQuest,PQ-2310533341,BP,2019-10-31,https://www.proquest.com/newspapers/m-cap-reliance-overtakes-bp/docview/2310533341/se-2?accountid=7064,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,-0.014300780094286036
ProQuest,PQ-2311280728,BP,2019-11-02,https://www.proquest.com/newspapers/arabia-saudí-valora-aramco-entre-1-6-y-8-billones/docview/2311280728/se-2?accountid=7064,Positive,Neutral,Neutral,Negative,Neutral,Neutral,-0.01079600209630871
ProQuest,PQ-2311444292,BP,2019-11-03,https://www.proquest.com/newspapers/aramco-arranca-la-opv-para-ser-mayor-cotizada-del/docview/2311444292/se-2?accountid=7064,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,-0.01079600209630871
Investment Research,IR-4873,BP,2019-11-06,,Neutral,Neutral,Negative,Negative,Neutral,Neutral,-0.01079600209630871
ProQuest,PQ-2314927653,BP,2019-11-17,https://www.proquest.com/newspapers/fun-things-do-uae-on-monday-november-18/docview/2314927653/se-2?accountid=7064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-0.0010366554465313094
ProQuest,PQ-2316551059,BP,2019-11-22,https://www.proquest.com/newspapers/ril-pips-bp-plc-become-6th-largest-energy-company/docview/2316551059/se-2?accountid=7064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-0.0010366554465313094
ProQuest,PQ-2316968969,BP,2019-11-23,https://www.proquest.com/newspapers/uae-national-day-formation-was-unforgettable/docview/2316968969/se-2?accountid=7064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-0.012159190749569726
ProQuest,PQ-2319366487,BP,2019-11-28,https://www.proquest.com/newspapers/reliance-industries-breaks-into-global-energy/docview/2319366487/se-2?accountid=7064,Positive,Positive,Positive,Neutral,Neutral,Neutral,-0.012159190749569726
ProQuest,PQ-2324503644,BP,2019-12-11,https://www.proquest.com/newspapers/acs-saca-goldman-sachs-del-proceso-para-vender-su/docview/2324503644/se-2?accountid=7064,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,-0.012159190749569726
ProQuest,PQ-2327201061,BP,2019-12-16,https://www.proquest.com/newspapers/reliance-bp-sign-pact-set-up-petrol-pumps-under/docview/2327201061/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Neutral,0.0135352603835035
ProQuest,PQ-2327146310,BP,2019-12-16,https://www.proquest.com/newspapers/5-500-jio-bp-branded-oil-pumps-soon/docview/2327146310/se-2?accountid=7064,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,0.0135352603835035
ProQuest,PQ-2327145666,BP,2019-12-16,https://www.proquest.com/newspapers/5-500-jio-bp-branded-oil-pumps-soon/docview/2327145666/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Neutral,0.0135352603835035
Investment Research,IR-4785,BP,2020-01-02,,Positive,Neutral,Positive,Neutral,Neutral,Negative,0.01059868805883113
ProQuest,PQ-2394962464,BP,2020-01-06,https://www.proquest.com/newspapers/why-us-iran-have-been-adversaries-4-decades/docview/2394962464/se-2?accountid=7064,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,0.02626855506643966
Investment Research,IR-4539,BP,2020-01-08,,Negative,Negative,Neutral,Neutral,Positive,Negative,-0.01521672622399195
ProQuest,PQ-2337883523,BP,2020-01-14,https://www.proquest.com/newspapers/weg-addition-bps-approved-vendor-list-highlights/docview/2337883523/se-2?accountid=7064,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,0.0005157408589986368
ProQuest,PQ-2338221974,BP,2020-01-16,https://www.proquest.com/newspapers/indonesia-investment-indonesias-oil-gas-still/docview/2338221974/se-2?accountid=7064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0.0033584202779493033
Investment Research,IR-4805,BP,2020-01-18,,Positive,Neutral,Neutral,Neutral,Neutral,Negative,-0.011607027619476962
ProQuest,PQ-2342330200,BP,2020-01-21,https://www.proquest.com/newspapers/bp-names-new-finance-chief-ahead-ceos-retirement/docview/2342330200/se-2?accountid=7064,Neutral,Neutral,Neutral,Negative,Positive,Neutral,-0.011607027619476962
ProQuest,PQ-2342968310,BP,2020-01-22,https://www.proquest.com/newspapers/business-news-bp-elevates-executive-cfo-post/docview/2342968310/se-2?accountid=7064,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,-0.011481916403355052
Investment Research,IR-4796,BP,2020-01-25,,Positive,Neutral,Neutral,Neutral,Neutral,Negative,-0.02490995853600042
Investment Research,IR-4733,BP,2020-02-03,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-0.02490995853600042
ProQuest,PQ-2350534583,BP,2020-02-04,https://www.proquest.com/newspapers/ww-cvs-used-stand-something-abbreviated-company/docview/2350534583/se-2?accountid=7064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0.0360488028924304
ProQuest,PQ-2350179355,BP,2020-02-04,https://www.proquest.com/newspapers/ril-bp-shut-d1-d3-kg-fields-companies-pursuit/docview/2350179355/se-2?accountid=7064,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,0.0360488028924304
ProQuest,PQ-2350178385,BP,2020-02-04,https://www.proquest.com/newspapers/ril-partner-bp-shut-d1-d3-kg-fields-money-matters/docview/2350178385/se-2?accountid=7064,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,0.0360488028924304
Earnings Call Presentations,EP-303,BP,2020-02-04,,Positive,Neutral,Negative,Neutral,Positive,Neutral,0.0360488028924304
Earnings Call Q&A,EQ-303,BP,2020-02-04,,Positive,Neutral,Positive,Neutral,Positive,Neutral,0.0360488028924304
Investment Research,IR-4682,BP,2020-02-05,,Negative,Negative,Neutral,Neutral,Neutral,Negative,0.032054698195366216
ProQuest,PQ-2350780648,BP,2020-02-05,https://www.proquest.com/newspapers/ww-cvs-used-stand-something/docview/2350780648/se-2?accountid=7064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0.032054698195366216
ProQuest,PQ-2350762315,BP,2020-02-05,https://www.proquest.com/newspapers/bp-raises-payout-adds-5-billion-divestiture/docview/2350762315/se-2?accountid=7064,Positive,Neutral,Negative,Neutral,Neutral,Negative,0.032054698195366216
ProQuest,PQ-2354623816,BP,2020-02-12,https://www.proquest.com/newspapers/petrolera-bp-fija-ambiciosa-meta-para-combatir/docview/2354623816/se-2?accountid=7064,Neutral,Neutral,Negative,Positive,Positive,Neutral,0.016962836019537963
ProQuest,PQ-2353566334,BP,2020-02-12,https://www.proquest.com/newspapers/bp-wants-become-carbon-neutral-2050-doesnt-say/docview/2353566334/se-2?accountid=7064,Neutral,Neutral,Negative,Positive,Positive,Neutral,0.016962836019537963
Investment Research,IR-4763,BP,2020-02-13,,Negative,Neutral,Neutral,Neutral,Neutral,Negative,-0.009851954307221078
ProQuest,PQ-2353921308,BP,2020-02-13,https://www.proquest.com/newspapers/banking-amp-finance-bp-sets-goal-carbon/docview/2353921308/se-2?accountid=7064,Positive,Neutral,Negative,Positive,Positive,Neutral,-0.009851954307221078
ProQuest,PQ-2377184835,BP,2020-02-14,https://www.proquest.com/newspapers/big-oil-is-facing-existential-struggle/docview/2377184835/se-2?accountid=7064,Neutral,Negative,Negative,Positive,Positive,Neutral,-0.0049751220873621715
ProQuest,PQ-2377184755,BP,2020-02-14,https://www.proquest.com/newspapers/big-oil-is-facing-existential-struggle/docview/2377184755/se-2?accountid=7064,Neutral,Negative,Negative,Positive,Positive,Neutral,-0.0049751220873621715
ProQuest,PQ-2377183973,BP,2020-02-14,https://www.proquest.com/newspapers/big-oil-is-facing-existential-struggle/docview/2377183973/se-2?accountid=7064,Neutral,Negative,Negative,Positive,Positive,Neutral,-0.0049751220873621715
ProQuest,PQ-2377183264,BP,2020-02-14,https://www.proquest.com/newspapers/big-oil-is-facing-existential-struggle/docview/2377183264/se-2?accountid=7064,Neutral,Negative,Negative,Positive,Positive,Neutral,-0.0049751220873621715
Investment Research,IR-4760,BP,2020-02-15,,Positive,Neutral,Neutral,Neutral,Neutral,Negative,-0.03676475586439043
Investment Research,IR-4750,BP,2020-02-22,,Positive,Neutral,Neutral,Neutral,Neutral,Negative,-0.03676475586439043
ProQuest,PQ-2361958589,BP,2020-02-24,https://www.proquest.com/newspapers/deglobalisation-turbocharged-outbreak-coronavirus/docview/2361958589/se-2?accountid=7064,Neutral,Neutral,Neutral,Positive,Positive,Neutral,-0.03676475586439043
ProQuest,PQ-2367463486,BP,2020-02-28,https://www.proquest.com/newspapers/is-this-oilsandsfinal-frontier-new-economic/docview/2367463486/se-2?accountid=7064,Negative,Neutral,Negative,Negative,Neutral,Negative,-0.0076116444589294785
ProQuest,PQ-2367458875,BP,2020-02-28,https://www.proquest.com/newspapers/is-there-future-oilsands-stalled-projects/docview/2367458875/se-2?accountid=7064,Negative,Neutral,Negative,Negative,Neutral,Neutral,-0.0076116444589294785
Investment Research,IR-4738,BP,2020-02-29,,Positive,Neutral,Neutral,Neutral,Neutral,Negative,0.05973097892034973
Investment Research,IR-4445,BP,2020-03-10,,Negative,Negative,Neutral,Positive,Positive,Negative,0.05973097892034973
Investment Research,IR-4725,BP,2020-03-14,,Positive,Neutral,Positive,Neutral,Neutral,Negative,-0.14490433137627823
ProQuest,PQ-2377738991,BP,2020-03-18,https://www.proquest.com/newspapers/we-are-first-four-weeks-bear-market-peter-brandt/docview/2377738991/se-2?accountid=7064,Negative,Neutral,Neutral,Neutral,Neutral,Negative,-0.14490433137627823
ProQuest,PQ-2383658410,BP,2020-03-27,https://www.proquest.com/newspapers/bp-agrees-draft-climate-change-shareholder/docview/2383658410/se-2?accountid=7064,Negative,Neutral,Negative,Positive,Positive,Neutral,-0.0847665434625221
Investment Research,IR-4826,BP,2020-04-01,,Positive,Neutral,Positive,Neutral,Neutral,Negative,-0.0008198126530013505
ProQuest,PQ-2385545404,BP,2020-04-02,https://www.proquest.com/newspapers/el-petróleo-se-dispara-un-30-tras-pactar-rusia-y/docview/2385545404/se-2?accountid=7064,Positive,Negative,Neutral,Neutral,Neutral,Negative,0.0681163925091508
Investment Research,IR-4708,BP,2020-04-04,,Positive,Neutral,Neutral,Negative,Neutral,Negative,-0.009979846122188274
Investment Research,IR-4675,BP,2020-04-05,,Negative,Neutral,Neutral,Negative,Neutral,Negative,-0.009979846122188274
Investment Research,IR-4580,BP,2020-04-07,,Negative,Negative,Neutral,Neutral,Neutral,Negative,-0.009979846122188274
Investment Research,IR-4486,BP,2020-04-09,,Negative,Negative,Neutral,Positive,Positive,Neutral,-0.019298929353609884
Investment Research,IR-4696,BP,2020-04-18,,Negative,Neutral,Neutral,Negative,Neutral,Negative,0.002143162434575352
ProQuest,PQ-2393258832,BP,2020-04-23,https://www.proquest.com/newspapers/ril-bp-unlikely-start-production-kg-basin-may/docview/2393258832/se-2?accountid=7064,Negative,Negative,Neutral,Neutral,Neutral,Negative,0.002143162434575352
ProQuest,PQ-2393250959,BP,2020-04-23,https://www.proquest.com/newspapers/ril-bp-unlikely-start-kg-basin-output-may-covid/docview/2393250959/se-2?accountid=7064,Negative,Negative,Neutral,Neutral,Neutral,Negative,0.002143162434575352
ProQuest,PQ-2393244245,BP,2020-04-23,https://www.proquest.com/newspapers/ril-bp-unlikely-commence-kg-basin-production-may/docview/2393244245/se-2?accountid=7064,Negative,Negative,Neutral,Neutral,Neutral,Negative,0.002143162434575352
ProQuest,PQ-2393720337,BP,2020-04-24,https://www.proquest.com/newspapers/ril-bp-unlikely-commence-kg-basin-production-may/docview/2393720337/se-2?accountid=7064,Negative,Negative,Neutral,Neutral,Neutral,Negative,0.000427715822431729
Investment Research,IR-4688,BP,2020-04-25,,Negative,Neutral,Neutral,Negative,Neutral,Negative,-0.0061703945583132525
ProQuest,PQ-2395333770,BP,2020-04-28,https://www.proquest.com/newspapers/google-offers-hope-big-tech-amid-pandemic-bp/docview/2395333770/se-2?accountid=7064,Negative,Negative,Neutral,Neutral,Neutral,Negative,-0.0061703945583132525
ProQuest,PQ-2395206254,BP,2020-04-28,https://www.proquest.com/newspapers/bp-racks-up-6-billion-new-debt-three-months-amid/docview/2395206254/se-2?accountid=7064,Negative,Negative,Neutral,Neutral,Neutral,Negative,-0.0061703945583132525
Earnings Call Presentations,EP-302,BP,2020-04-28,,Neutral,Negative,Neutral,Neutral,Positive,Negative,-0.0061703945583132525
Earnings Call Q&A,EQ-302,BP,2020-04-28,,Positive,Negative,Positive,Neutral,Positive,Neutral,-0.0061703945583132525
