Source,Unique_ID,Ticker,Date,URL,Finance,Production,Reserves/M&A,Regulatory,Green Energy,OG Price,Returns
ProQuest,PQ-2310592739,BP,2019-10-31,https://www.proquest.com/newspapers/shell-casts-doubt-on-investor-pledge-amid-weaker/docview/2310592739/se-2?accountid=7064,Negative,Neutral,Neutral,Neutral,Neutral,Negative,-0.014300401924649764
ProQuest,PQ-2310534705,BP,2019-10-31,https://www.proquest.com/newspapers/at-132-b-reliance-beats-bp-plc-m-cap/docview/2310534705/se-2?accountid=7064,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,-0.014300401924649764
ProQuest,PQ-2310533341,BP,2019-10-31,https://www.proquest.com/newspapers/m-cap-reliance-overtakes-bp/docview/2310533341/se-2?accountid=7064,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,-0.014300401924649764
Investment Research,IR-4873,BP,2019-11-06,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-0.010796124249741745
ProQuest,PQ-2238046543,BP,2019-11-06,https://www.proquest.com/newspapers/reliance-bp-develop-third-gas-project-india/docview/2238046543/se-2?accountid=7064,Positive,Positive,Positive,Positive,Neutral,Neutral,-0.010796124249741745
ProQuest,PQ-2303678009,BP,2019-11-10,https://www.proquest.com/newspapers/sustainability-matters-reporting-may-not-be/docview/2303678009/se-2?accountid=7064,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,-0.0005108827233524238
ProQuest,PQ-2324503644,BP,2019-11-12,https://www.proquest.com/newspapers/acs-saca-goldman-sachs-del-proceso-para-vender-su/docview/2324503644/se-2?accountid=7064,Neutral,Positive,Positive,Neutral,Positive,Neutral,-0.0005108827233524238
ProQuest,PQ-2314927653,BP,2019-11-17,https://www.proquest.com/newspapers/fun-things-do-uae-on-monday-november-18/docview/2314927653/se-2?accountid=7064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-0.0010366555115632892
ProQuest,PQ-2316551059,BP,2019-11-22,https://www.proquest.com/newspapers/ril-pips-bp-plc-become-6th-largest-energy-company/docview/2316551059/se-2?accountid=7064,Positive,Neutral,Neutral,Neutral,Neutral,Neutral,-0.0010366555115632892
ProQuest,PQ-2316968969,BP,2019-11-23,https://www.proquest.com/newspapers/uae-national-day-formation-was-unforgettable/docview/2316968969/se-2?accountid=7064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0.012005762744980553
ProQuest,PQ-2319366487,BP,2019-11-28,https://www.proquest.com/newspapers/reliance-industries-breaks-into-global-energy/docview/2319366487/se-2?accountid=7064,Positive,Positive,Positive,Neutral,Neutral,Positive,0.012005762744980553
ProQuest,PQ-2238458473,BP,2019-12-06,https://www.proquest.com/newspapers/business-news-bp-charts-record-u-s-oil-gas-output/docview/2238458473/se-2?accountid=7064,Neutral,Positive,Neutral,Neutral,Positive,Neutral,0.012005762744980553
ProQuest,PQ-2238246899,BP,2019-12-06,https://www.proquest.com/newspapers/ril-bp-develop-mj-deep-water-fields-companies-amp/docview/2238246899/se-2?accountid=7064,Positive,Positive,Neutral,Positive,Positive,Neutral,0.012005762744980553
ProQuest,PQ-2256018016,BP,2019-12-07,https://www.proquest.com/newspapers/world-news-u-k-says-foiled-iran-bid-block-ship/docview/2256018016/se-2?accountid=7064,Negative,Neutral,Neutral,Negative,Neutral,Negative,0.013535392339800723
ProQuest,PQ-2271833774,BP,2019-12-08,https://www.proquest.com/newspapers/saudi-aramco-investit-15-milliards-de-dollars/docview/2271833774/se-2?accountid=7064,Positive,Positive,Positive,Neutral,Neutral,Neutral,0.013535392339800723
ProQuest,PQ-2327201061,BP,2019-12-16,https://www.proquest.com/newspapers/reliance-bp-sign-pact-set-up-petrol-pumps-under/docview/2327201061/se-2?accountid=7064,Positive,Positive,Positive,Neutral,Neutral,Neutral,0.013535392339800723
ProQuest,PQ-2327146310,BP,2019-12-16,https://www.proquest.com/newspapers/5-500-jio-bp-branded-oil-pumps-soon/docview/2327146310/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Neutral,0.013535392339800723
ProQuest,PQ-2327145666,BP,2019-12-16,https://www.proquest.com/newspapers/5-500-jio-bp-branded-oil-pumps-soon/docview/2327145666/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Neutral,0.013535392339800723
Investment Research,IR-4785,BP,2020-01-02,,Positive,Neutral,Positive,Neutral,Neutral,Negative,0.010598943280871076
ProQuest,PQ-2396474394,BP,2020-01-05,https://www.proquest.com/newspapers/ril-announces-indias-largest-rights-issue-front/docview/2396474394/se-2?accountid=7064,Positive,Neutral,Negative,Neutral,Neutral,Negative,-0.01521678575162777
Investment Research,IR-4539,BP,2020-01-08,,Negative,Negative,Neutral,Neutral,Neutral,Negative,-0.01521678575162777
ProQuest,PQ-2429093191,BP,2020-01-08,https://www.proquest.com/newspapers/minus-bp-deal-ril-q1-profit-would-shrink-41/docview/2429093191/se-2?accountid=7064,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,-0.01521678575162777
ProQuest,PQ-2439129406,BP,2020-01-09,https://www.proquest.com/newspapers/bp-sell-london-headquarters-as-work-style-shifts/docview/2439129406/se-2?accountid=7064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,0.0033480415154154564
ProQuest,PQ-2439128431,BP,2020-01-09,https://www.proquest.com/newspapers/bp-sell-london-headquarters-as-work-style-shifts/docview/2439128431/se-2?accountid=7064,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,0.0033480415154154564
ProQuest,PQ-2337883523,BP,2020-01-14,https://www.proquest.com/newspapers/weg-addition-bps-approved-vendor-list-highlights/docview/2337883523/se-2?accountid=7064,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,0.000515304075575429
ProQuest,PQ-2338221974,BP,2020-01-16,https://www.proquest.com/newspapers/indonesia-investment-indonesias-oil-gas-still/docview/2338221974/se-2?accountid=7064,Positive,Neutral,Positive,Neutral,Neutral,Neutral,0.0033582324536747254
Investment Research,IR-4805,BP,2020-01-18,,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,-0.011606653696357161
ProQuest,PQ-2342330200,BP,2020-01-21,https://www.proquest.com/newspapers/bp-names-new-finance-chief-ahead-ceos-retirement/docview/2342330200/se-2?accountid=7064,Neutral,Neutral,Neutral,Negative,Positive,Neutral,-0.011606653696357161
ProQuest,PQ-2342968310,BP,2020-01-22,https://www.proquest.com/newspapers/business-news-bp-elevates-executive-cfo-post/docview/2342968310/se-2?accountid=7064,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,-0.011482418172995557
Investment Research,IR-4796,BP,2020-01-25,,Positive,Neutral,Positive,Neutral,Neutral,Negative,-0.024910224882364718
Investment Research,IR-4733,BP,2020-02-03,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,-0.024910224882364718
ProQuest,PQ-2385545404,BP,2020-02-04,https://www.proquest.com/newspapers/el-petróleo-se-dispara-un-30-tras-pactar-rusia-y/docview/2385545404/se-2?accountid=7064,Negative,Neutral,Neutral,Neutral,Neutral,Negative,0.03604894775492817
Investment Research,IR-4682,BP,2020-02-05,,Negative,Neutral,Neutral,Negative,Neutral,Negative,0.03205489929531402
Investment Research,IR-4763,BP,2020-02-13,,Negative,Neutral,Negative,Neutral,Neutral,Negative,-0.009852212257104975
ProQuest,PQ-2353921308,BP,2020-02-13,https://www.proquest.com/newspapers/banking-amp-finance-bp-sets-goal-carbon/docview/2353921308/se-2?accountid=7064,Negative,Neutral,Negative,Positive,Positive,Neutral,-0.009852212257104975
ProQuest,PQ-2377184835,BP,2020-02-14,https://www.proquest.com/newspapers/big-oil-is-facing-existential-struggle/docview/2377184835/se-2?accountid=7064,Neutral,Negative,Negative,Positive,Positive,Neutral,-0.004974990533020751
ProQuest,PQ-2377184755,BP,2020-02-14,https://www.proquest.com/newspapers/big-oil-is-facing-existential-struggle/docview/2377184755/se-2?accountid=7064,Neutral,Negative,Negative,Positive,Positive,Neutral,-0.004974990533020751
ProQuest,PQ-2377183973,BP,2020-02-14,https://www.proquest.com/newspapers/big-oil-is-facing-existential-struggle/docview/2377183973/se-2?accountid=7064,Neutral,Negative,Negative,Positive,Positive,Neutral,-0.004974990533020751
ProQuest,PQ-2377183264,BP,2020-02-14,https://www.proquest.com/newspapers/big-oil-is-facing-existential-struggle/docview/2377183264/se-2?accountid=7064,Negative,Negative,Negative,Positive,Positive,Neutral,-0.004974990533020751
Investment Research,IR-4760,BP,2020-02-15,,Negative,Neutral,Positive,Neutral,Neutral,Negative,-0.03676448665420806
Investment Research,IR-4750,BP,2020-02-22,,Neutral,Neutral,Positive,Neutral,Neutral,Negative,-0.03676448665420806
ProQuest,PQ-2361958589,BP,2020-02-24,https://www.proquest.com/newspapers/deglobalisation-turbocharged-outbreak-coronavirus/docview/2361958589/se-2?accountid=7064,Neutral,Neutral,Neutral,Positive,Positive,Neutral,-0.03676448665420806
ProQuest,PQ-2367463486,BP,2020-02-28,https://www.proquest.com/newspapers/is-this-oilsandsfinal-frontier-new-economic/docview/2367463486/se-2?accountid=7064,Negative,Neutral,Negative,Negative,Neutral,Negative,-0.0076116444589294785
ProQuest,PQ-2367458875,BP,2020-02-28,https://www.proquest.com/newspapers/is-there-future-oilsands-stalled-projects/docview/2367458875/se-2?accountid=7064,Negative,Neutral,Negative,Negative,Neutral,Negative,-0.0076116444589294785
Investment Research,IR-4738,BP,2020-02-29,,Positive,Neutral,Positive,Negative,Neutral,Neutral,0.05973089040495605
Investment Research,IR-4445,BP,2020-03-10,,Negative,Negative,Neutral,Positive,Positive,Negative,0.05973089040495605
Investment Research,IR-4725,BP,2020-03-14,,Negative,Neutral,Positive,Neutral,Neutral,Negative,-0.14490443938964748
ProQuest,PQ-2377738991,BP,2020-03-18,https://www.proquest.com/newspapers/we-are-first-four-weeks-bear-market-peter-brandt/docview/2377738991/se-2?accountid=7064,Negative,Neutral,Neutral,Neutral,Neutral,Negative,-0.14490443938964748
ProQuest,PQ-2383658410,BP,2020-03-27,https://www.proquest.com/newspapers/bp-agrees-draft-climate-change-shareholder/docview/2383658410/se-2?accountid=7064,Negative,Neutral,Negative,Positive,Positive,Neutral,-0.08476663265534845
Investment Research,IR-4826,BP,2020-04-01,,Positive,Neutral,Positive,Neutral,Neutral,Negative,-0.0008202027869916861
ProQuest,PQ-2350534583,BP,2020-04-02,https://www.proquest.com/newspapers/ww-cvs-used-stand-something-abbreviated-company/docview/2350534583/se-2?accountid=7064,Neutral,Neutral,Neutral,Negative,Neutral,Neutral,0.06811660111994988
ProQuest,PQ-2350179355,BP,2020-04-02,https://www.proquest.com/newspapers/ril-bp-shut-d1-d3-kg-fields-companies-pursuit/docview/2350179355/se-2?accountid=7064,Neutral,Neutral,Positive,Negative,Neutral,Neutral,0.06811660111994988
ProQuest,PQ-2350178385,BP,2020-04-02,https://www.proquest.com/newspapers/ril-partner-bp-shut-d1-d3-kg-fields-money-matters/docview/2350178385/se-2?accountid=7064,Negative,Negative,Neutral,Neutral,Neutral,Neutral,0.06811660111994988
Earnings Call Presentations,EP-303,BP,2020-04-02,,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,0.06811660111994988
Earnings Call Q&A,EQ-303,BP,2020-04-02,,Positive,Neutral,Positive,Neutral,Positive,Neutral,0.06811660111994988
Investment Research,IR-4708,BP,2020-04-04,,Negative,Neutral,Positive,Negative,Neutral,Negative,-0.00998003612763576
Investment Research,IR-4675,BP,2020-04-05,,Negative,Neutral,Neutral,Neutral,Neutral,Negative,-0.00998003612763576
Investment Research,IR-4580,BP,2020-04-07,,Negative,Neutral,Negative,Neutral,Neutral,Negative,-0.00998003612763576
ProQuest,PQ-2430038929,BP,2020-04-08,https://www.proquest.com/newspapers/bp-reports-17-7-billion-loss-cuts-dividend/docview/2430038929/se-2?accountid=7064,Neutral,Negative,Negative,Positive,Positive,Negative,0.02379040940934063
Earnings Call Presentations,EP-287,BP,2020-04-08,,Positive,Negative,Positive,Positive,Positive,Negative,0.02379040940934063
Earnings Call Q&A,EQ-287,BP,2020-04-08,,Positive,Negative,Neutral,Positive,Positive,Neutral,0.02379040940934063
Investment Research,IR-4486,BP,2020-04-09,,Negative,Negative,Negative,Positive,Neutral,Negative,-0.01929902127523564
ProQuest,PQ-2457312103,BP,2020-04-11,https://www.proquest.com/newspapers/bp-stricken-low-oil-prices-high-debt-sell-london/docview/2457312103/se-2?accountid=7064,Negative,Neutral,Negative,Neutral,Positive,Negative,0.0021431622159582275
Investment Research,IR-4696,BP,2020-04-18,,Neutral,Positive,Positive,Negative,Neutral,Negative,0.0021431622159582275
ProQuest,PQ-2393258832,BP,2020-04-23,https://www.proquest.com/newspapers/ril-bp-unlikely-start-production-kg-basin-may/docview/2393258832/se-2?accountid=7064,Negative,Negative,Neutral,Neutral,Neutral,Negative,0.0021431622159582275
ProQuest,PQ-2393250959,BP,2020-04-23,https://www.proquest.com/newspapers/ril-bp-unlikely-start-kg-basin-output-may-covid/docview/2393250959/se-2?accountid=7064,Negative,Negative,Neutral,Neutral,Neutral,Negative,0.0021431622159582275
ProQuest,PQ-2393244245,BP,2020-04-23,https://www.proquest.com/newspapers/ril-bp-unlikely-commence-kg-basin-production-may/docview/2393244245/se-2?accountid=7064,Negative,Negative,Neutral,Neutral,Neutral,Negative,0.0021431622159582275
ProQuest,PQ-2393720337,BP,2020-04-24,https://www.proquest.com/newspapers/ril-bp-unlikely-commence-kg-basin-production-may/docview/2393720337/se-2?accountid=7064,Negative,Negative,Neutral,Neutral,Neutral,Negative,0.00042761399027568814
Investment Research,IR-4688,BP,2020-04-25,,Negative,Neutral,Neutral,Negative,Neutral,Negative,-0.006170199977170943
ProQuest,PQ-2395333770,BP,2020-04-28,https://www.proquest.com/newspapers/google-offers-hope-big-tech-amid-pandemic-bp/docview/2395333770/se-2?accountid=7064,Negative,Negative,Neutral,Neutral,Neutral,Neutral,-0.006170199977170943
ProQuest,PQ-2395206254,BP,2020-04-28,https://www.proquest.com/newspapers/bp-racks-up-6-billion-new-debt-three-months-amid/docview/2395206254/se-2?accountid=7064,Negative,Negative,Neutral,Neutral,Neutral,Negative,-0.006170199977170943
